realClass,\histAge,\histAgePerReview,\histReviewsPerUser,\histDiscussionCount,\histIPCount,\histReviewCount,\histUserCount,\histModifiedLinesRate,\histOccasionalUsersReviewsRate,\histLastThreeMonthsReviewsRate,\histMostActiveUsersReviewsRate,\histStdReviewsPerUser,\histReviewsPerDay,\histProbReview,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\netAssortativityInOut,\netAssortativityOutIn,\charCount,\netAssortativityInIn,\netInDegree,\netOutDegree,\netAssortativityOutOut,\netClusteringCoefficient,\netLinkCount,\netTranslationCount,\netReciprocity,\netPageRank,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'GA',1040.0,6.44,2.62,11.0,0.0,34.0,34.0,12.44,44.12,11.76,55.88,4.96,0.0327,4.0869E-7,19.2,48.3,11.6,15.5,18.9,14.0,60.2,0.0,12.0,0.6667,0.2083,0.0498,2.0,2.0,4.0,5.0,0.0,7,0.1008,1.0,3.0,863.0,24.0,0.0255,31.0,0.17,0.01,13202.0,0.01,45.0,77.0,0.28,235,87.0,0.0,0.25974,0.6756,628.6667,0.25,21.0,5.25,19.0,3206.0,116.67,1764.0,0.0,3.0,4.0,0.0,135.0,3300.5,0.75,151.7471,287.6667,9121737
'ST',1705.0,19.87,2.62,8.0,14.0,48.0,34.0,7.55,22.92,8.33,35.42,4.54,0.0282,2.90053E-8,10.4,71.0,9.7,8.4,11.8,10.4,40.2,0.0,15.0,0.4583,0.25,0.0265,5.0,4.0,1.0,0.0,0.0,0.0041,0.1163,0.0,2.0,490.0,24.0,0.0449,9.0,0.09,0.07,3933.0,0.08,14.0,12.0,0.07,0.20167,12.0,2.0,0.08333,0.1204,1966.5,0.0,2.0,0.4,17.0,1249.0,69.4,444.0,0.4,0.0,5.0,2.0,46.0,786.6,0.0,327.75,70.0,1675969
'ST',1975.0,38.63,2.88,10.0,6.0,29.0,23.0,0.0,27.59,10.34,31.03,3.0,0.0147,3.33896E-8,14.4,29.9,13.0,14.9,19.5,16.3,56.6,0.0,24.0,0.5161,0.0968,0.0289,5.0,10.0,2.0,2.0,0.0,0.0949,0.1169,0.0,4.0,727.0,31.0,0.0536,29.0,0.07,0.56,6535.0,0.05,7.0,76.0,0.74,0.52963,78.0,0.0,0.02632,0.5993,0.0,0.0,0.0,0.0,558.0,2234.0,322.92,660.0,0.0,0.0,5.0,0.0,102.0,1307.0,0.0,83.7821,48.4667,779862
'BC',1517.0,9.93,1.42,3.0,35.0,72.0,37.0,6.98,44.44,15.28,11.11,0.95,0.0475,6.59012E-8,12.3,56.7,11.4,10.7,12.7,11.1,44.6,0.0,16.0,0.5429,0.1714,0.0597,2.0,7.0,2.0,1.0,0.0,0.0093,0.1393,0.0,6.0,754.0,35.0,0.0292,51.0,0.38,0.06,8032.0,0.04,60.0,98.0,0.62,0.40861,101.0,5.0,0.58163,1.2771,0.0,0.1667,0.0,0.0,255.0,4294.0,98.27,258.0,0.0,0.0,6.0,0.0,61.0,1338.6667,0.0,79.5248,53.8571,2839614
'BC',834.0,46.65,2.0,1.0,0.0,4.0,4.0,2.92,100.0,50.0,75.0,1.41,0.0048,9.89314E-33,43.6,-3.3,12.3,34.7,38.4,20.2,109.7,0.0,14.0,0.4667,0.3333,0.0419,2.0,5.0,1.0,0.0,0.0,0.0284,0.1398,0.0,0.0,1266.0,15.0,0.0482,32.0,0.01,0.0,8888.0,0.0,4.0,21.0,0.05,0.26877,21.0,0.0,0.09524,0.1307,0.0,0.0,0.0,0.0,92.0,2533.0,32.33,823.0,0.0,3.0,5.0,0.0,206.0,1777.6,0.6,423.2381,90.4286,12850367
'ST',880.0,31.46,2.0,1.0,0.0,2.0,2.0,0.0,100.0,0.0,100.0,0.0,0.0023,1.08744E-11,16.7,45.0,12.2,14.4,18.7,15.3,59.4,0.0,10.0,0.4444,0.1667,0.0485,5.0,0.0,6.0,0.0,1.0,28,0.1343,0.0,3.0,536.0,18.0,28,30.0,0.0,0.0,3553.0,0.0,0.0,13.0,0.04,0.08974,13.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,3432.0,3432.0,0.0,0.0,1.0,0.0,0.0,1.0,78.0,0.0,0.0,273.3077,134.0,12101464
'AC',2085.0,13.2,2.19,2.0,8.0,43.0,35.0,0.56,39.53,2.33,18.6,2.07,0.0206,1.04986E-7,16.1,40.1,14.2,13.9,16.8,14.3,54.4,0.0,22.0,0.4634,0.2683,0.0469,9.0,7.0,7.0,2.0,0.0,0.0234,0.1309,0.0,4.0,1024.0,41.0,0.0313,40.0,0.1,0.01,11246.0,0.0,11.0,31.0,0.28,0.09524,38.0,3.0,0.19355,487,1405.75,0.8,8.0,1.6,13.0,3113.0,61.33,1336.0,1.2,3.0,5.0,6.0,47.0,2249.2,0.6,295.9474,78.7692,531972
'SB',769.0,1.17,3.0,1.0,0.0,6.0,6.0,95.0,16.67,100.0,83.33,2.83,0.0078,9.47285E-17,4.5,90.3,7.1,3.3,6.8,7.5,26.3,0.0,1.0,0.3333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0625,0.0938,0.0,0.0,32.0,3.0,0.0313,2.0,0.52,0.02,1088.0,0.01,44.0,55.0,0.65,0.77845,59.0,0.0,0.8,0.7576,0.0,0.3333,0.0,0.0,45.0,140.0,63.5,145.0,0.3333,0.0,3.0,1.0,14.0,362.6667,0.0,18.4407,10.6667,13887253
'BC',1404.0,16.75,1.62,4.0,10.0,44.0,34.0,1.61,59.09,6.82,18.18,0.97,0.0313,1.18851E-7,11.1,59.1,10.5,10.1,13.0,11.6,44.5,0.0,14.0,0.6111,0.2222,0.0461,0.0,0.0,12.0,1.0,0.0,0.0108,0.1463,0.0,2.0,738.0,36.0,0.0217,35.0,1.11,0.06,6223.0,0.23,210.0,56.0,0.3,0.08429,58.0,2.0,0.30357,0.4888,6223.0,125,1.0,125,75.0,1829.0,143.0,424.0,0.25,0.0,8.0,2.0,78.0,777875,0.0,107.2931,82.0,3854436
'ST',1549.0,18.01,2.43,12.0,34.0,90.0,56.0,8.57,25.56,6.67,36.67,4.51,0.0581,8.96093E-8,29.0,25.1,12.6,23.3,27.4,18.2,79.9,0.0,7.0,0.6429,0.2857,0.0512,2.0,0.0,3.0,0.0,0.0,0.0105,0.0932,0.0,0.0,762.0,14.0,0.0249,19.0,0.01,0.01,6150.0,0.0,1.0,26.0,0.13,0.12393,32.0,3.0,0.0,0.2031,0.0,0.6667,0.0,0.0,299.0,4644.0,149.5,4655.0,1.3333,0.0,3.0,4.0,250.0,2050.0,0.0,192.1875,152.4,2605189
'SB',1783.0,115.26,2.0,1.0,1.0,5.0,4.0,60.0,80.0,60.0,40.0,0.0,0.0028,1.54921E-10,7.1,69.8,10.6,6.0,6.0,6.9,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,20.0,2.0,0.1,1.0,0.01,0.0,484.0,0.0,4.0,3.0,0.01,0.46667,4.0,0.0,0.33333,0.0217,0.0,0.0,0.0,0.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,121.0,10.0,1391580
'GA',1958.0,4.32,1.62,16.0,10.0,65.0,55.0,10.05,58.46,20.0,26.15,2.1,0.0332,1.0656E-6,17.5,50.5,10.9,14.6,17.4,13.0,57.2,1.0,211.0,0.5359,0.2059,0.0444,45.0,98.0,32.0,12.0,3.0,0.0188,0.1207,6.0,25.0,10307.0,306.0,0.0337,253.0,0.02,0.05,83123.0,0.0,7.0,278.0,0.94,0.04551,300.0,2.0,0.02158,3.2682,893.7957,2.2222,93.0,10.3333,12.0,6575.0,126.49,1803.0,4.4444,16.0,9.0,40.0,303.0,9235889,1.7778,277.0767,206.14,846981
'FA',2184.0,0.94,2.49,10.0,48.0,160.0,112.0,0.79,34.38,3.12,28.75,4.08,0.0733,1.25851E-6,21.7,47.8,10.1,17.4,20.4,12.8,62.5,0.0,8.0,0.7059,0.1765,0.0216,0.0,5.0,0.0,1.0,0.0,0.0067,0.0876,0.0,2.0,742.0,17.0,27,11.0,1.53,0.15,11560.0,0.4,340.0,126.0,0.57,0.22725,133.0,11.0,0.88095,0.7826,680.0,0.5,17.0,4.25,39.0,3079.0,145.79,660.0,0.0,0.0,4.0,0.0,231.0,2890.0,0.0,86.9173,247.3333,392975
'GA',1904.0,2.64,2.15,20.0,165.0,444.0,279.0,18.25,36.49,6.53,23.87,3.93,0.2332,1.08365E-5,16.8,54.2,9.7,14.2,17.3,12.5,54.5,0.0,19.0,0.6216,0.2162,0.0542,10.0,8.0,4.0,3.0,0.0,0.0079,0.1124,0.0,5.0,1272.0,37.0,0.0322,69.0,0.22,0.03,13860.0,0.01,57.0,115.0,0.45,0.21782,117.0,3.0,0.33913,1.4842,1260.0,0.5,11.0,1.8333,167.0,2900.0,219.6,1205.0,1.1667,0.0,6.0,7.0,157.0,2310.0,0.0,118.4615,212.0,983485
'AC',2521.0,0.89,2.92,204.0,258.0,740.0,482.0,29.41,25.27,5.41,28.38,6.1,0.2935,1.00702E-4,17.3,42.4,12.2,15.0,18.9,15.3,58.7,0.0,74.0,0.4746,0.2119,0.0454,24.0,22.0,16.0,8.0,1.0,0.0232,0.1365,2.0,16.0,3657.0,118.0,38,151.0,2.16,0.51,26208.0,1.13,503.0,229.0,0.98,0.11441,237.0,16.0,0.55895,3.6023,1541.6471,0.1429,17.0,2.4286,17.0,6485.0,229.28,2295.0,1.7143,7.0,7.0,12.0,102.0,3744.0,1.0,110.5823,107.5588,165404
'FA',1634.0,8.98,2.27,81.0,123.0,438.0,315.0,5.34,37.44,1.83,22.37,3.42,0.2681,2.48308E-4,20.1,37.3,13.8,16.6,19.6,15.3,64.7,0.0,45.0,0.5385,0.2637,0.0382,25.0,19.0,9.0,4.0,0.0,0.0192,0.1125,0.0,15.0,3119.0,91.0,0.0205,132.0,0.5,0.07,32847.0,0.05,159.0,231.0,0.73,0.19031,237.0,5.0,0.30736,2.0962,821175,0.4444,40.0,4.4444,10.0,6135.0,312.16,2159.0,0.6667,4.0,9.0,6.0,209.0,3649.6667,0.4444,138.5949,346.5556,2024285
'FA',2213.0,0.77,3.88,51.0,233.0,660.0,427.0,15.77,18.33,22.27,36.67,15.78,0.2982,6.96332E-6,14.7,57.8,11.1,12.0,14.7,11.7,49.2,0.0,55.0,0.6034,0.1724,0.0515,10.0,16.0,24.0,6.0,1.0,0.0122,0.1011,1.0,4.0,3186.0,116.0,0.0273,174.0,0.52,0.03,29996.0,0.02,109.0,149.0,0.72,0.27425,156.0,16.0,0.55034,1.2589,714.1905,0.0909,42.0,3.8182,19.0,4967.0,109.87,2110.0,0.2727,5.0,11.0,3.0,310.0,2726.9092,0.4545,192.2821,398.25,361548
'AC',2627.0,0.19,3.51,333.0,1226.0,3263.0,2037.0,28.35,20.93,9.59,36.68,18.72,1.2421,0.00110406,14.3,59.6,10.9,11.7,14.8,12.0,48.5,0.0,109.0,0.5275,0.2033,0.0512,24.0,45.0,15.0,2.0,2.0,0.0165,0.1127,3.0,18.0,4923.0,182.0,0.0319,180.0,2.94,0.18,44189.0,0.29,566.0,350.0,1.82,0.03184,362.0,23.0,0.56,5.5239,1027.6512,0.3077,43.0,3.3077,15.0,5121.0,193.71,1422.0,0.0769,9.0,13.0,1.0,95.0,3399.1538,0.6923,122.0691,144.7941,88678
'GA',946.0,0.13,6.73,10.0,6.0,80.0,74.0,26.61,15.0,53.75,77.5,18.34,0.0846,1.40245E-7,12.9,51.7,12.5,11.3,14.6,12.8,49.2,0.0,25.0,0.4839,3897.9678,0.0734,8.0,9.0,5.0,1.0,0.0,0.0107,0.1193,0.0,0.0,654.0,31.0,0.0596,23.0,0.03,0.01,8031.0,0.0,4.0,57.0,0.44,0.05921,62.0,0.0,0.07018,0.6544,803.1,0.0,10.0,1.6667,15.0,1621.0,107.72,819.0,0.1667,0.0,6.0,1.0,82.0,1338.5,0.0,129.5323,218.0,10991941
'ST',2619.0,20.28,1.39,4.0,1.0,44.0,43.0,17.88,88.64,11.36,15.91,0.76,0.0168,5.33083E-7,14.7,57.6,10.7,12.2,14.8,11.6,48.0,0.0,11.0,0.6471,0.2353,46,0.0,4.0,0.0,0.0,0.0,0.0167,113,0.0,1.0,478.0,17.0,0.0523,6.0,0.84,0.03,4679.0,0.03,139.0,126.0,0.76,0.39926,132.0,7.0,0.7381,1.0677,0.0,0.0,0.0,0.0,60.0,1824.0,142.87,233.0,0.0,1.0,5.0,0.0,93.0,935.8,0.2,35447,47.8,95440
'ST',1222.0,13.61,1.6,2.0,13.0,37.0,24.0,4.69,51.35,8.11,13.51,1.06,0.0303,1.68926E-7,22.8,39.9,12.6,18.1,21.3,15.0,67.2,0.0,3.0,0.7,0.3,0.0239,1.0,1.0,3.0,0.0,0.0,0.0048,0.0644,0.0,2.0,419.0,10.0,0.0072,22.0,0.02,0.01,3783.0,0.0,5.0,63.0,0.26,0.14038,77.0,2.0,0.04762,1.0197,0.0,0.0,0.0,0.0,964.0,1964.0,1388.76,965.0,0.0,0.0,1.0,0.0,117.0,3783.0,0.0,49.1299,104.75,6156235
'SB',997.0,16.16,1.57,1.0,0.0,11.0,11.0,11.54,54.55,18.18,45.45,1.51,11,1.94469E-10,20.3,36.3,12.9,17.1,20.0,15.2,58.2,0.0,1.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,36.0,1.0,0.0278,0.0,0.01,0.0,979.0,0.0,1.0,13.0,0.09,0.1978,19.0,0.0,0.0,0.1254,0.0,0.0,0.0,0.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,51.5263,18.0,9975678
'FA',2857.0,0.6,6.15,278.0,568.0,2617.0,2049.0,31.21,13.6,9.86,54.15,29.57,916,5.46233E-4,18.3,37.9,14.2,15.4,19.1,15.7,62.1,0.0,129.0,583,0.2242,0.0513,5.0,46.0,12.0,7.0,0.0,0.0183,0.1336,0.0,13.0,6653.0,223.0,0.0347,86.0,23.51,1.0,81326.0,3.57,2433.0,685.0,6.62,0.01047,723.0,41.0,0.47299,24.4519,645.4444,1.2222,126.0,7.0,10.0,7527.0,205.33,2454.0,0.1111,0.0,18.0,2.0,164.0,4518.1113,0.0,112.4841,201.6061,16880
'FA',1556.0,0.11,10.17,1215.0,1155.0,2914.0,1759.0,17.82,6.73,4.43,44.96,54.1,1.8728,1.57065E-4,20.1,45.3,11.3,16.5,19.6,14.1,62.2,0.0,17.0,0.5849,0.3774,0.0202,2.0,2.0,1.0,0.0,0.0,0.0039,0.0748,0.0,4.0,2032.0,53.0,0.0157,29.0,0.31,0.08,29026.0,0.03,113.0,309.0,0.85,0.1451,317.0,3.0,0.29126,7.5389,707.9512,0.0,41.0,5.8571,15.0,1689.0,352.18,889.0,1.7143,15.0,7.0,12.0,146.0,4146.5713,2.1429,91.5647,254.0,2554724
'SB',1551.0,29.16,1.5,5.0,7.0,16.0,9.0,0.0,56.25,0.0,18.75,0.84,0.0103,6.37395E-10,12.1,65.3,9.3,10.4,13.7,11.4,47.7,0.0,3.0,0.3333,0.0,0.04,0.0,2.0,1.0,0.0,0.0,0.0,0.1333,0.0,0.0,75.0,3.0,0.0667,2.0,0.01,0.0,986.0,0.0,2.0,15.0,0.05,0.11765,19.0,2.0,0.0,0.0303,0.0,0.0,0.0,0.0,57.0,781.0,40.31,790.0,0.0,0.0,1.0,0.0,35.0,986.0,0.0,51.8947,25.0,2593568
'FA',970.0,4.75,15.62,22.0,12.0,418.0,406.0,18.92,6.94,4.55,85.89,59.26,0.4309,7.46133E-6,32.0,10.6,13.0,26.7,30.3,19.8,88.1,0.0,66.0,0.5588,0.3039,43,5.0,34.0,13.0,4.0,0.0,0.0111,145,0.0,12.0,6116.0,102.0,18,197.0,0.09,0.08,53150.0,0.01,15.0,213.0,1.32,0.05553,221.0,0.0,0.06103,2.7782,371.6783,2.3333,143.0,11.9167,11.0,6862.0,71.56,2211.0,0.0,0.0,12.0,0.0,211.0,4429.1665,0.0,240.4977,873.7143,10506838
'GA',1703.0,5.8,2.58,28.0,76.0,246.0,170.0,33.72,28.86,4.07,31.71,6.26,0.1445,1.11365E-5,21.8,44.2,11.6,17.4,20.3,13.6,65.1,0.0,21.0,0.5897,0.3333,0.0333,6.0,2.0,7.0,1.0,0.0,0.0062,0.0968,0.0,6.0,1622.0,39.0,0.0203,73.0,0.33,0.05,13455.0,0.03,81.0,137.0,0.56,0.13052,147.0,0.0,0.38686,1.0182,611.5909,0.0,22.0,4.4,104.0,4881.0,345.38,1881.0,4.0,0.0,5.0,20.0,125.0,2691.0,0.0,91.5306,180.2222,1684129
'SB',924.0,3.13,1.5,2.0,0.0,6.0,6.0,0.0,100.0,0.0,50.0,1.0,0.0065,4.2791E-13,2.8,89.1,5.0,3.5,7.4,8.0,20.1,0.0,2.0,0.3333,0.0,0.0615,3.0,0.0,3.0,0.0,0.0,0.0154,0.1077,0.0,1.0,65.0,6.0,0.0308,5.0,0.02,0.07,1487.0,0.0,13.0,448.0,0.58,0.73873,450.0,0.0,0.02679,1.6511,0.0,0.0,0.0,0.0,1.0,44.0,5.37,2.0,0.0,0.0,4.0,0.0,19.0,371.75,0.0,3.3044,32.5,11354514
'AC',1459.0,8.71,2.37,8.0,9.0,92.0,83.0,2.22,39.13,5.43,19.57,2.43,0.0631,4.19137E-7,11.3,62.8,12.1,9.0,11.8,10.8,47.2,0.0,38.0,0.4342,0.2105,0.0508,2.0,17.0,6.0,2.0,0.0,0.0413,0.1392,0.0,13.0,1379.0,76.0,0.0413,27.0,0.13,0.03,13265.0,0.01,24.0,90.0,0.5,0.14875,96.0,0.0,0.17778,1.1053,0.0,0.8333,0.0,0.0,208.0,2333.0,65.78,1898.0,0.3333,3.0,6.0,2.0,56.0,2210.8333,0.5,138.1771,59.9565,3309430
'SB',1549.0,62.72,1.33,6.0,0.0,8.0,8.0,0.0,100.0,0.0,37.5,0.82,0.0052,5.011E-10,10.5,60.5,13.9,7.9,9.0,9.1,58.5,0.0,1.0,0.25,0.0,0.02,0.0,2.0,1.0,0.0,0.0,0.0,0.14,0.0,0.0,50.0,4.0,0.02,1.0,0.93,0.2,541.0,0.19,210.0,216.0,0.96,0.67252,250.0,0.0,0.79167,0.7107,0.0,0.0,0.0,0.0,438.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2164,25.0,2609544
'FA',1745.0,3.28,4.69,124.0,102.0,543.0,441.0,5.82,19.34,3.68,53.22,21.84,0.3112,8.72351E-5,19.5,40.4,13.5,16.0,19.6,15.5,63.8,0.0,107.0,599,0.2222,0.0489,32.0,40.0,26.0,6.0,1.0,0.0246,0.1228,1.0,42.0,6939.0,207.0,0.0264,278.0,0.42,0.04,54220.0,0.03,125.0,194.0,0.65,0.07013,221.0,8.0,0.18557,3.8112,1749.0323,0.5455,31.0,2.8182,98.0,11600.0,323.03,5739.0,3.5455,0.0,11.0,39.0,201.0,4929091,0.0,245.3394,182.6053,1526860
'FA',1383.0,0.54,7.08,7.0,4.0,174.0,170.0,37.65,17.24,49.43,77.59,26.21,0.1258,2.08197E-7,16.9,44.2,14.5,13.6,17.0,14.3,58.0,0.0,50.0,0.5185,0.1358,0.0714,11.0,20.0,7.0,2.0,0.0,0.0099,0.1048,0.0,7.0,2128.0,81.0,0.0367,47.0,0.06,0.02,23281.0,0.0,11.0,84.0,0.42,0.06665,85.0,1.0,0.03571,1.2112,582025,0.2857,40.0,5.7143,17.0,3131.0,145.89,1825.0,0.5714,5.0,7.0,4.0,132.0,3325.8572,0.7143,273.8941,236.4444,4096922
'ST',2286.0,88.76,1.13,3.0,0.0,17.0,17.0,4.35,100.0,5.88,11.76,0.35,0.0074,7.12168E-9,14.9,50.3,10.7,13.4,16.6,13.6,56.6,0.0,8.0,0.4286,0.1429,0.0499,3.0,0.0,5.0,1.0,0.0,15,0.1895,0.0,4.0,401.0,14.0,0.0274,30.0,0.32,0.37,3043.0,0.13,38.0,106.0,0.89,0.21152,223.0,0.0,0.29245,1.7739,0.0,0.0,0.0,0.0,2449.0,2449.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,0.0,0.0,13.6457,80.2,306828
'ST',2505.0,39.55,1.24,5.0,16.0,42.0,26.0,15.56,52.38,4.76,16.67,0.77,0.0168,4.7763E-8,12.8,58.9,11.7,10.5,13.2,11.5,46.3,0.0,17.0,0.4348,0.1304,0.0334,0.0,3.0,6.0,1.0,0.0,0.0177,0.1139,0.0,4.0,509.0,23.0,53,36.0,0.14,0.01,5258.0,0.01,27.0,45.0,0.23,0.06422,45.0,3.0,0.42222,2.68,5258.0,0.0,1.0,0.3333,31.0,2293.0,114.72,962.0,0.0,2.0,3.0,0.0,47.0,1752.6667,0.6667,116.8444,169.6667,172049
'SB',1245.0,4.17,2.6,3.0,0.0,13.0,13.0,0.0,38.46,0.0,30.77,1.34,0.0104,1.24754E-10,9.3,67.3,9.7,8.3,11.6,10.7,38.6,0.0,5.0,0.2,0.0,0.0444,0.0,3.0,0.0,0.0,0.0,0.0222,0.1,0.0,5.0,180.0,10.0,0.0444,3.0,0.01,0.0,1528.0,0.0,1.0,7.0,0.04,0.26786,10.0,0.0,0.0,0.1249,0.0,0.0,0.0,0.0,16.0,933.0,73.48,940.0,1.0,3.0,2.0,2.0,28.0,764.0,1.5,152.8,36.0,5834799
'FA',1140.0,4.55,3.65,105.0,57.0,316.0,259.0,0.0,23.73,1.58,48.1,12.21,0.2772,1.15189E-5,13.3,59.3,11.3,11.0,13.7,11.5,48.7,0.0,39.0,0.5545,0.1909,0.0436,7.0,27.0,11.0,1.0,0.0,0.0128,0.1503,1.0,18.0,2662.0,110.0,0.0203,113.0,0.13,0.16,22530.0,0.02,17.0,134.0,1.02,0.05525,141.0,2.0,0.0597,1.6066,938.75,625,24.0,3.0,10.0,4381.0,623.0,1572.0,125,0.0,8.0,1.0,113.0,2816.25,0.0,159.7872,221.8333,7498320
'AC',2361.0,5.79,2.48,3.0,47.0,129.0,82.0,22.73,24.81,10.08,20.16,3.43,0.0546,2.99983E-7,17.4,41.8,12.8,14.9,18.1,14.6,58.5,0.0,28.0,619,0.1667,0.0331,12.0,10.0,5.0,0.0,0.0,15,0.13,2.0,1.0,1269.0,42.0,0.0402,36.0,0.22,0.01,10444.0,0.01,28.0,65.0,0.52,0.08889,73.0,8.0,0.18462,1.1331,0.0,0.5556,0.0,0.0,18.0,1019.0,158.3,653.0,0.7778,9.0,9.0,7.0,129.0,1160.4445,1.0,143.0685,74.6471,245966
'BC',1481.0,13.63,1.48,2.0,13.0,47.0,34.0,9.09,61.7,10.64,17.02,0.95,0.0317,6.12859E-8,10.9,63.2,11.6,9.0,12.7,11.6,43.2,0.0,33.0,0.3889,0.1667,0.0658,5.0,3.0,10.0,2.0,0.0,0.0061,0.1184,1.0,6.0,988.0,54.0,0.0455,68.0,0.04,0.01,7763.0,0.0,10.0,34.0,0.15,0.12237,38.0,1.0,0.20588,0.4274,0.0,0.0,0.0,0.0,133.0,3541.0,685.04,207.0,0.0,3.0,2.0,0.0,39.0,3881.5,1.5,204.2895,82.3333,3130108
'ST',1272.0,24.67,1.8,3.0,0.0,18.0,18.0,2.33,61.11,5.56,38.89,1.87,0.0142,4.26743E-8,8.2,70.7,9.4,7.3,9.6,9.2,41.1,0.0,26.0,0.4694,0.1837,0.0517,1.0,1.0,6.0,1.0,1.0,9,0.1344,0.0,6.0,774.0,49.0,0.0401,46.0,0.01,0.01,5259.0,0.0,3.0,48.0,0.18,0.04082,52.0,0.0,0.04167,0.3123,0.0,0.0,0.0,0.0,177.0,1133.0,129.4,221.0,0.0,1.0,6.0,0.0,39.0,876.5,0.1667,101.1346,64.5,5471694
'SB',865.0,7.03,1.25,1.0,0.0,5.0,5.0,10.2,100.0,20.0,40.0,0.5,0.0058,3.83165E-9,6.8,74.4,10.6,5.0,8.9,8.9,39.4,0.0,3.0,0.1667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0192,0.1154,0.0,0.0,52.0,6.0,0.0577,2.0,0.01,0.0,884.0,0.0,1.0,12.0,0.08,0.22727,13.0,0.0,0.08333,0.0706,0.0,0.0,0.0,0.0,175.0,277.0,195.87,178.0,2.0,0.0,1.0,2.0,17.0,884.0,0.0,68.0,17.3333,12348658
'GA',1613.0,8.87,2.67,28.0,8.0,96.0,88.0,7.59,43.75,7.29,31.25,3.92,0.0595,1.50158E-7,21.6,41.8,12.0,17.5,19.7,13.3,64.4,0.0,22.0,0.6,0.3,0.0495,5.0,10.0,7.0,0.0,0.0,0.0198,0.1245,0.0,7.0,1615.0,40.0,0.0266,75.0,0.19,0.01,14976.0,0.01,46.0,67.0,0.28,0.09438,72.0,1.0,0.13433,0.6685,1497.6,0.2,10.0,2.0,25.0,5874.0,254.91,671.0,0.2,2.0,5.0,1.0,110.0,2995.2,0.4,208.0,115.3571,2150105
'AC',2272.0,1.86,4.0,417.0,364.0,1303.0,939.0,20.1,19.72,2.99,40.83,16.21,0.5735,8.41887E-5,13.3,56.2,12.2,11.0,13.1,11.4,49.4,0.0,64.0,0.3961,0.1753,0.0504,14.0,45.0,21.0,4.0,0.0,0.0116,0.1156,0.0,12.0,3451.0,154.0,0.0258,107.0,8.94,0.24,29084.0,1.33,919.0,167.0,1.63,0.02294,173.0,15.0,0.66467,2.4353,1211.8333,0.8571,24.0,3.4286,14.0,3260.0,219.6,1059.0,1.0,14.0,7.0,7.0,95.0,4154857,2.0,168.1156,101.5,316255
'AC',2092.0,7.72,2.0,6.0,10.0,108.0,98.0,4.85,46.3,7.41,35.19,3.19,0.0516,3.81452E-7,19.0,48.5,12.0,15.2,17.7,12.9,61.2,0.0,30.0,0.5439,0.2632,0.0586,5.0,12.0,5.0,2.0,1.0,9,0.1238,0.0,15.0,1995.0,57.0,0.0231,61.0,1.39,0.15,14993.0,0.18,203.0,170.0,1.16,0.14931,174.0,5.0,0.6,1908,3748.25,0.1429,4.0,0.5714,251.0,5194.0,280.37,477.0,1.0,0.0,7.0,7.0,130.0,2141.8572,0.0,86.1667,83125,516156
'AC',2835.0,0.26,3.62,359.0,296.0,1139.0,843.0,5.5,23.35,6.06,39.07,10.68,0.4018,6.22531E-5,11.8,57.3,11.3,10.4,13.6,12.0,45.1,0.0,168.0,0.4875,172,0.0593,41.0,67.0,22.0,14.0,3.0,0.0148,0.1157,2.0,19.0,5817.0,279.0,0.0437,162.0,54.32,1.95,52798.0,26.11,4172.0,312.0,4.06,0.00915,333.0,35.0,0.61859,4.0967,6599.75,0.3636,8.0,0.7273,12.0,17406.0,257.37,1025.0,0.8182,8.0,11.0,9.0,123.0,4799.8184,0.7273,158.5526,67.6395,14451
